"Repo","Label","Issue Number","Title","Status"
"AMO-Tools-Desktop","Application","6544","Checkbox accessibility / Pointer hover","OPEN"
"AMO-Tools-Desktop","Application","6501","Email a MEASUR TH","CLOSED"
"AMO-Tools-Desktop","Application","6457","Electron package bug","CLOSED"
"AMO-Tools-Desktop","Application","6417","Import-Export module a shared component ","CLOSED"
"AMO-Tools-Desktop","Application","6392","Release Process: Win YML and Auto Updater","CLOSED"
"AMO-Tools-Desktop","Application","6380","Directory explorer rewrite - bugs and improvements","CLOSED"
"AMO-Tools-Desktop","Application","6376","Clean up home page for mobile UI","CLOSED"
"AMO-Tools-Desktop","Application","6339","Add yourself to Acknowledgements Page","CLOSED"
"AMO-Tools-Desktop","Application","6312","Explore workaround for browser export/data limit","CLOSED"
"AMO-Tools-Desktop","Application","6282","Mobile UI - Add New Assessment Modal","CLOSED"
"AMO-Tools-Desktop","Application","6281","Side bar too big","CLOSED"
"AMO-Tools-Desktop","Application","6259","Complete Web/WASM merge","CLOSED"
"AMO-Tools-Desktop","Application","6256","Web Analytics - strip id's from routes","CLOSED"
"AMO-Tools-Desktop","Application","6255","Research and Outline SEO options","OPEN"
"AMO-Tools-Desktop","Application","6235","Update sidebar closed vs hidden","CLOSED"
"AMO-Tools-Desktop","Application","6224","Create installer or other solution","CLOSED"
"AMO-Tools-Desktop","Application","6206","Eslint modifications","CLOSED"
"AMO-Tools-Desktop","Application","6202","Banner and Welcome Screen styling","CLOSED"
"AMO-Tools-Desktop","Application","6192","Google translate issues in desktop/web","CLOSED"
"AMO-Tools-Desktop","Application","6182","Copying Multiple assessments","CLOSED"
"AMO-Tools-Desktop","Application","6181","Rollup printing","CLOSED"
"AMO-Tools-Desktop","Application","6180","Allow user to jump to specific rollup report","OPEN"
"AMO-Tools-Desktop","Application","6177","Assessment Operations Pages - footer next button","CLOSED"
"AMO-Tools-Desktop","Application","6174","Get MEASUR Nodejs target up to current LTS","CLOSED"
"AMO-Tools-Desktop","Application","6169","Sidebar should be available on assessments and inventory","CLOSED"
"AMO-Tools-Desktop","Application","6159","Handle Database/Cookie permissions disabled by user","CLOSED"
"AMO-Tools-Desktop","Application","6154","Ignore Analytics calls in Web version","CLOSED"
"AMO-Tools-Desktop","Application","6141","Notification/Relationship of cookie settings vs IndexedDb function","CLOSED"
"AMO-Tools-Desktop","Application","6139","Replace C3.js with Billboard.js","CLOSED"
"AMO-Tools-Desktop","Application","6127","Security & Privacy Disclaimer Page","CLOSED"
"AMO-Tools-Desktop","Application","6119","Moved examples resetting","CLOSED"
"AMO-Tools-Desktop","Application","6111","Update packages","CLOSED"
"AMO-Tools-Desktop","Application","6083","Angular 15 upgrade","CLOSED"
"AMO-Tools-Desktop","Application","6077","Setup analytics endpoint in weather server repo","CLOSED"
"AMO-Tools-Desktop","Application","6071","Next version after non-release installer doesn't install correctly","CLOSED"
"AMO-Tools-Desktop","Application","6070","Set Server Environment var for analytics secret ","CLOSED"
"AMO-Tools-Desktop","Application","6050","Post-mobile UI Final TH check","CLOSED"
"AMO-Tools-Desktop","Application","6049","MEASUR v1.2.4 Release Notes and Version update","CLOSED"
"AMO-Tools-Desktop","Application","6024","MEASUR stats Analytics","OPEN"
"AMO-Tools-Desktop","Application","6023","G-Analytics User UUID IDb storage","CLOSED"
"AMO-Tools-Desktop","Application","6017","Add Page view analytics for Electron desktop ","CLOSED"
"AMO-Tools-Desktop","Application","5994","Remove max validation from electricity costs","CLOSED"
"AMO-Tools-Desktop","Application","5989","Test electron-builder 23.0.4","CLOSED"
"AMO-Tools-Desktop","Application","5966","Release Notes 1.2.2","CLOSED"
"AMO-Tools-Desktop","Application","5965","Angular/package.json Update Smorgasbord ","CLOSED"
"AMO-Tools-Desktop","Application","5899","Seperation between side bar and main body","CLOSED"
"AMO-Tools-Desktop","Application","5862","Acknowledgements: Jordan","CLOSED"
"AMO-Tools-Desktop","Application","5861","Wastewater acknowledgement","CLOSED"
"AMO-Tools-Desktop","Application","5793","modify PSAT system setup for phone/table UI","CLOSED"
"AMO-Tools-Desktop","Application","5791","Delete Examples should not delete copied examples","CLOSED"
"AMO-Tools-Desktop","Application","5786","Phone/Tablet UI ","CLOSED"
"AMO-Tools-Desktop","Application","5753","Horizontal scrollbar exists when it shouldn't","CLOSED"
"AMO-Tools-Desktop","Application","5752","Custom Materials Floating point issues in display","CLOSED"
"AMO-Tools-Desktop","Application","5744","Improve behavior of ""Select all folder content""","OPEN"
"AMO-Tools-Desktop","Application","5743","Dropdown chevrons (v and ^) point in the wrong direction on Custom Materials and Settings","CLOSED"
"AMO-Tools-Desktop","Application","5741","MEASUR release does not load on Firefox","CLOSED"
"AMO-Tools-Desktop","Application","5727","something that pings zenhub for # issues in each pipe","CLOSED"
"AMO-Tools-Desktop","Application","5706","Update package/package-lock for npm vulnerabilities","CLOSED"
"AMO-Tools-Desktop","Application","5697","Release and Release Notes v1.0.2","CLOSED"
"AMO-Tools-Desktop","Application","5696","Update electron to 15.5.5","CLOSED"
"AMO-Tools-Desktop","Application","5681","Modified custom materials are not overridden after re-importing an old version","OPEN"
"AMO-Tools-Desktop","Application","5638","Phone/Tablet UI Inspection","CLOSED"
"AMO-Tools-Desktop","Application","5636","Weather Lookup by zipcode","CLOSED"
"AMO-Tools-Desktop","Application","5575","NPM Package Audit","CLOSED"
"AMO-Tools-Desktop","Application","5569","Release Notes v1.0.1","CLOSED"
"AMO-Tools-Desktop","Application","5543"," TH Report PPT - Add a slide for each opportunity ","CLOSED"
"AMO-Tools-Desktop","Application","5503","Update tsconfig to match VERIFI","CLOSED"
"AMO-Tools-Desktop","Application","5491","Update WASM to Release 1/Dev","CLOSED"
"AMO-Tools-Desktop","Application","5490","Update WASM to Release 1/Dev","CLOSED"
"AMO-Tools-Desktop","Application","5488","Put Yevy in the Acknowledgements","CLOSED"
"AMO-Tools-Desktop","Application","5464","v1 Testing","CLOSED"
"AMO-Tools-Desktop","Application","5426","Electron-builder ignore files","CLOSED"
"AMO-Tools-Desktop","Application","5414","Data Analysis Tutorial","CLOSED"
"AMO-Tools-Desktop","Application","5333","Remove/modify disclaimers","CLOSED"
"AMO-Tools-Desktop","Application","5331","PDF Tutorial Setup","CLOSED"
"AMO-Tools-Desktop","Application","5328","Home Page Layout","CLOSED"
"AMO-Tools-Desktop","Application","5327","Home Page Layout","CLOSED"
"AMO-Tools-Desktop","Application","5308","Copy Assessment - Include Mods?","CLOSED"
"AMO-Tools-Desktop","Application","5298","Home & Dashboard Tutorial","CLOSED"
"AMO-Tools-Desktop","Application","5288","Old Tool References","CLOSED"
"AMO-Tools-Desktop","Application","5257","Calculator Text","CLOSED"
"AMO-Tools-Desktop","Application","5237","Release 1.0","CLOSED"
"AMO-Tools-Desktop","Application","5188","MEASUR: Adjust Width of Results Panel","CLOSED"
"AMO-Tools-Desktop","Application","5180","MEASUR: Adjust width of results panel","CLOSED"
"AMO-Tools-Desktop","Application","5153","Add Dev tools key open for electron","CLOSED"
"AMO-Tools-Desktop","Application","5039","Possible Verbiage change","OPEN"
"AMO-Tools-Desktop","Application","5038","Roll up report additional graphs","CLOSED"
"AMO-Tools-Desktop","Application","5036","Roll up report graphs too big for spot","CLOSED"
"AMO-Tools-Desktop","Application","5008","Modal Size - results overflow","CLOSED"
"AMO-Tools-Desktop","Application","4787","Revert to DB default","OPEN"
"AMO-Tools-Desktop","Application","4785","Modal buttons","CLOSED"
"AMO-Tools-Desktop","Application","4606","MEASUR Weather Data and Cooling","CLOSED"
"AMO-Tools-Desktop","Application","4563","Big Red button Text","CLOSED"
"AMO-Tools-Desktop","Application","4558","Restore Settings Language","CLOSED"
"AMO-Tools-Desktop","Application","4533","Angular 13 update","CLOSED"
"AMO-Tools-Desktop","Application","4508","Form results (left-side) should be centered but left aligned.","CLOSED"
"AMO-Tools-Desktop","Application","4449","Tidy up home page","CLOSED"
"AMO-Tools-Desktop","Application","4447","DOE's MEASUR Webpage stinks","OPEN"
"AMO-Tools-Desktop","Application","4439","Release Noes 0.9.1","CLOSED"
"AMO-Tools-Desktop","Application","4425","Remove ngx-electron","CLOSED"
"AMO-Tools-Desktop","Application","4417","Sneaky Analytics ","CLOSED"
"AMO-Tools-Desktop","Application","4416","Get MEASUR on Web Assembly example pages","OPEN"
"AMO-Tools-Desktop","Application","4415","MEASUR on electron example pages","CLOSED"
"AMO-Tools-Desktop","Application","4400","Release Build Mac/Linux installer","CLOSED"
"AMO-Tools-Desktop","Application","4399","Release Build Windows Installer","CLOSED"
"AMO-Tools-Desktop","Application","4326","Update README","CLOSED"
"AMO-Tools-Desktop","Application","4291","Add names to Acknowledgements","CLOSED"
"AMO-Tools-Desktop","Application","4040","Clean Up Assessment initialization logic","CLOSED"
"AMO-Tools-Desktop","Application","4029","0.8.1 Release notes","CLOSED"
"AMO-Tools-Desktop","Application","3979","Make installers for release","CLOSED"
"AMO-Tools-Desktop","Application","3849","Update NPM packages","CLOSED"
"AMO-Tools-Desktop","Application","3792","Release Notes 0.7.0","CLOSED"
"AMO-Tools-Desktop","Application","3626","Highlight calc'ed fields if something changes effecting it","CLOSED"
"AMO-Tools-Desktop","Application","3617","amend about & acknowledgements","CLOSED"
"AMO-Tools-Desktop","Application","3610","Consolidate Printing logic","CLOSED"
"AMO-Tools-Desktop","Application","3602","Report Rollup Printing","CLOSED"
"AMO-Tools-Desktop","Application","3588","0.6.5-beta Release Notes","CLOSED"
"AMO-Tools-Desktop","Application","3542","Explore Custom Materials bugs/improvement Epic","CLOSED"
"AMO-Tools-Desktop","Application","3511","Update About Page - Databases","CLOSED"
"AMO-Tools-Desktop","Application","3509","Update About Page - Compressed Air","CLOSED"
"AMO-Tools-Desktop","Application","3508","Update About Page","CLOSED"
"AMO-Tools-Desktop","Application","3507","Release Notes: 0.6.4 beta","CLOSED"
"AMO-Tools-Desktop","Application","3464","Convert Unit Costs When Changing Folder Settings","OPEN"
"AMO-Tools-Desktop","Application","3455","Release Notes 0.6.2","CLOSED"
"AMO-Tools-Desktop","Application","3437","Add setting to turn off survey monkey popup?","CLOSED"
"AMO-Tools-Desktop","Application","3399","Release Notes","CLOSED"
"AMO-Tools-Desktop","Application","3222","Release Notes","CLOSED"
"AMO-Tools-Desktop","Application","3201","Weird steam display","CLOSED"
"AMO-Tools-Desktop","Application","3072","Release Notes 0.5.0","CLOSED"
"AMO-Tools-Desktop","Application","3009","SSMT Diagram Tweaks","CLOSED"
"AMO-Tools-Desktop","Application","3007","Tweaks to Efficiency Improvement Calc for TH","CLOSED"
"AMO-Tools-Desktop","Application","3005","TH Tweaks","CLOSED"
"AMO-Tools-Desktop","Application","3004","TH - Icons needed","CLOSED"
"AMO-Tools-Desktop","Application","3003","TH - Dashboard card","CLOSED"
"AMO-Tools-Desktop","Application","3002","TH - Add report to rollup","CLOSED"
"AMO-Tools-Desktop","Application","2998","SSMT Mods with Turbines","CLOSED"
"AMO-Tools-Desktop","Application","2995","PHAST Help Text Edit","CLOSED"
"AMO-Tools-Desktop","Application","2993","TH - find treasure filter","CLOSED"
"AMO-Tools-Desktop","Application","2990","TH - Export report as ppt","CLOSED"
"AMO-Tools-Desktop","Application","2961","System Curve NaNs","CLOSED"
"AMO-Tools-Desktop","Application","2956","TH - Steam calculator incorporation","CLOSED"
"AMO-Tools-Desktop","Application","2955","TH - Comp air reduce pressure incorporation","CLOSED"
"AMO-Tools-Desktop","Application","2954","TH - Comp Air Reduction Incorportation","CLOSED"
"AMO-Tools-Desktop","Application","2949","Operating Hours","CLOSED"
"AMO-Tools-Desktop","Application","2945","SSMT Pipe & Arrow Tables","CLOSED"
"AMO-Tools-Desktop","Application","2926","New Pump Efficiency Curve Icon","CLOSED"
"AMO-Tools-Desktop","Application","2913","Fans - density unit","CLOSED"
"AMO-Tools-Desktop","Application","2902","SSMT - Copy Modification","CLOSED"
"AMO-Tools-Desktop","Application","2891","Handle Suite Errors on Client","OPEN"
"AMO-Tools-Desktop","Application","2886","Create custom modal","OPEN"
"AMO-Tools-Desktop","Application","2823","Compressed Air Reduce Pressure TH Calculator","CLOSED"
"AMO-Tools-Desktop","Application","2819","MEASUR Release Notes","CLOSED"
"AMO-Tools-Desktop","Application","2742","Ability to sort assessments within folder","CLOSED"
"AMO-Tools-Desktop","Application","2694","Dashboard Routing","CLOSED"
"AMO-Tools-Desktop","Application","2680","Hover over equipment they get big","CLOSED"
"AMO-Tools-Desktop","Application","2632","SSMT Diagram- Collapse help","CLOSED"
"AMO-Tools-Desktop","Application","2615","Graphics for the steam system","CLOSED"
"AMO-Tools-Desktop","Application","2597","Release Notes","CLOSED"
"AMO-Tools-Desktop","Application","2312","use motor drive C++ calculator for standalone efficiencies","OPEN"
"AMO-Tools-Desktop","Application","2274","Add print button to quick report","CLOSED"
"AMO-Tools-Desktop","Application","2238","Submit code to obtain DOI #","CLOSED"
"AMO-Tools-Desktop","Application","2211","Equipment Database Menu/Report","OPEN"
"AMO-Tools-Desktop","Application","2071","Release notes for v0.2.29-beta","CLOSED"
"AMO-Tools-Desktop","Application","1834","Update Readme/release notes","CLOSED"
"AMO-Tools-Desktop","Application","1832","Sankey Improvement 2.0","CLOSED"
"AMO-Tools-Desktop","Application","1695","Agnostic Pre-assessment in print report","CLOSED"
"AMO-Tools-Desktop","Application","1616","Refactor report results services","CLOSED"
"AMO-Tools-Desktop","Application","1536","Release Notes 0.2.7","CLOSED"
"AMO-Tools-Desktop","Application","1295","Subfolder Contact Info not saving","CLOSED"
"AMO-Tools-Desktop","Application","1294","Release Notes 0.2.6-beta","CLOSED"
"AMO-Tools-Desktop","Application","1277","Export Directory Settings","CLOSED"
"AMO-Tools-Desktop","Application","1262","Sidebar calculator tabs routing","CLOSED"
"AMO-Tools-Desktop","Application","1227","Explore Opportunities","OPEN"
"AMO-Tools-Desktop","Application","1202","Export calculator image","CLOSED"
"AMO-Tools-Desktop","Application","1198","Home verbage","CLOSED"
"AMO-Tools-Desktop","Application","1182","Navigation layout","CLOSED"
"AMO-Tools-Desktop","Application","1181","Saving & Navigation","CLOSED"
"AMO-Tools-Desktop","Application","1178","Facility Info","CLOSED"
"AMO-Tools-Desktop","Application","1177","Add date stamp to list under ""All Assets""","CLOSED"
"AMO-Tools-Desktop","Application","1176","Change furnace to ""process heating equipment""","CLOSED"
"AMO-Tools-Desktop","Application","1173","Release Notes 0.2.5-beta","CLOSED"
"AMO-Tools-Desktop","Application","1156","Arrows for home page","CLOSED"
"AMO-Tools-Desktop","Application","1129","Scrolling up/down","CLOSED"
"AMO-Tools-Desktop","Application","1092","Electron-Updater update version number","CLOSED"
"AMO-Tools-Desktop","Application","1083","form.value empty when disabled","CLOSED"
"AMO-Tools-Desktop","Application","1069","Navigation","CLOSED"
"AMO-Tools-Desktop","Application","1046","Compressed Air calculator","CLOSED"
"AMO-Tools-Desktop","Application","1045","Restore the Card View","CLOSED"
"AMO-Tools-Desktop","Application","1040","Autoupdate - Spinner","CLOSED"
"AMO-Tools-Desktop","Application","1029","Landing Page Verbiage","CLOSED"
"AMO-Tools-Desktop","Application","1024","Need better word for ""utilities"" calculators","CLOSED"
"AMO-Tools-Desktop","Application","1023","Roll up reports","CLOSED"
"AMO-Tools-Desktop","Application","1010","Icons","CLOSED"
"AMO-Tools-Desktop","Application","1008","Add Padding","CLOSED"
"AMO-Tools-Desktop","Application","1001","modify acknowledgments and about page text","CLOSED"
"AMO-Tools-Desktop","Application","999","landing screen version number information bug","CLOSED"
"AMO-Tools-Desktop","Application","998","931 Followup","CLOSED"
"AMO-Tools-Desktop","Application","950","Routing path bug","CLOSED"
"AMO-Tools-Desktop","Application","947","Importing not working on v.0.2.3-Beta","CLOSED"
"AMO-Tools-Desktop","Application","946","Add ""back to Dashbord"" button on ""All Assets"" Page","CLOSED"
"AMO-Tools-Desktop","Application","936","About Page - PHAST Edit","CLOSED"
"AMO-Tools-Desktop","Application","935","Acknowledgements Page","CLOSED"
"AMO-Tools-Desktop","Application","889","Assessment Settings Unit Change Bug","CLOSED"
"AMO-Tools-Desktop","Application","871","Pop up to add new asset","CLOSED"
"AMO-Tools-Desktop","Application","815","Version check for updates","CLOSED"
"AMO-Tools-Desktop","Application","813","Pair Settings and Assessment on export","CLOSED"
"AMO-Tools-Desktop","Application","806","Integrate CrashReporting","CLOSED"
"AMO-Tools-Desktop","Application","587","Asset / Folder Management - renaming","CLOSED"
"AMO-Tools-Desktop","ASAP","7106","User Survey Front end","OPEN"
"AMO-Tools-Desktop","ASAP","6326","Compressed air Bleed test - time unit label","CLOSED"
"AMO-Tools-Desktop","ASAP","6281","Side bar too big","CLOSED"
"AMO-Tools-Desktop","ASAP","6150","Fix DE Example","CLOSED"
"AMO-Tools-Desktop","ASAP","6149","Fix CA Example","CLOSED"
"AMO-Tools-Desktop","ASAP","6022","TH export to ppt - table missing row","CLOSED"
"AMO-Tools-Desktop","ASAP","5989","Test electron-builder 23.0.4","CLOSED"
"AMO-Tools-Desktop","ASAP","5741","MEASUR release does not load on Firefox","CLOSED"
"AMO-Tools-Desktop","ASAP","4760","Add Shiva to Acknowledgements","CLOSED"
"AMO-Tools-Desktop","ASAP","4759","Add Charlotte to Acknowledgements","CLOSED"
"AMO-Tools-Desktop","ASAP","4322","WW - new assessments starting page","CLOSED"
"AMO-Tools-Desktop","ASAP","4258","compressor control","CLOSED"
"AMO-Tools-Desktop","ASAP","3474","Installation of newer version on Windows fails to load anything on home screen","CLOSED"
"AMO-Tools-Desktop","ASAP","3447","Make translate more accessible","CLOSED"
"AMO-Tools-Desktop","ASAP","3261","Create new .deb and tar.gz Linux builds for 0.5.3","CLOSED"
"AMO-Tools-Desktop","ASAP","2643","About Page typos","CLOSED"
"AMO-Tools-Desktop","ASAP","2369","Save fsat notes","CLOSED"
"AMO-Tools-Desktop","ASAP","2271","General Problems with rollup reports","CLOSED"
"AMO-Tools-Desktop","ASAP","2268","PSAT / FSAT Warnings","CLOSED"
"AMO-Tools-Desktop","ASAP","2248","Release notes for v.0.3.0","CLOSED"
"AMO-Tools-Desktop","ASAP","1970","PSAT- Badges are not displaying","CLOSED"
"AMO-Tools-Desktop","ASAP","1875","Weird bug Explore opps","CLOSED"
"AMO-Tools-Desktop","ASAP","1797","Fans - Add Result","CLOSED"
"AMO-Tools-Desktop","ASAP","1774","Remove feedback bar","CLOSED"
"AMO-Tools-Desktop","ASAP","1766","Add Node.js to Kristina's Computer","CLOSED"
"AMO-Tools-Desktop","ASAP","1561","PSAT Sankey not displaying","CLOSED"
"AMO-Tools-Desktop","ASAP","1555","PSAT not saving when check Optimize","CLOSED"
"AMO-Tools-Desktop","ASAP","1511","quick fix to explore opps text","CLOSED"
"AMO-Tools-Desktop","ASAP","1288","PH Setup Custom Furnace","CLOSED"
"AMO-Tools-Desktop","ASAP","1277","Export Directory Settings","CLOSED"
"AMO-Tools-Desktop","ASAP","1262","Sidebar calculator tabs routing","CLOSED"
"AMO-Tools-Desktop","ASAP","1092","Electron-Updater update version number","CLOSED"
"AMO-Tools-Desktop","ASAP","1026","Update Assessment data on application update","CLOSED"
"AMO-Tools-Desktop","ASAP","1019","PSAT - Convert Units Modal","CLOSED"
"AMO-Tools-Desktop","ASAP","950","Routing path bug","CLOSED"
"AMO-Tools-Desktop","ASAP","947","Importing not working on v.0.2.3-Beta","CLOSED"
"AMO-Tools-Desktop","ASAP","943","PHAST Help text units","CLOSED"
"AMO-Tools-Desktop","ASAP","942","PHAST - Charge Materials displayed units","CLOSED"
"AMO-Tools-Desktop","ASAP","931","Landing Screen Tweaks","CLOSED"
"AMO-Tools-Desktop","ASAP","928","PHAST - Help text for new flue loss field","CLOSED"
"AMO-Tools-Desktop","ASAP","926","PHAST - Total Opening Area in Opening","CLOSED"
"AMO-Tools-Desktop","ASAP","925","PHAST -Units for Opening losses","CLOSED"
"AMO-Tools-Desktop","ASAP","924","PHAST - Assessment Setup","CLOSED"
"AMO-Tools-Desktop","ASAP","923","PHAST - Report Graphs","CLOSED"
"AMO-Tools-Desktop","ASAP","922","PHAST - Metered Energy","CLOSED"
"AMO-Tools-Desktop","ASAP","918","PHAST - Loss page total","CLOSED"
"AMO-Tools-Desktop","ASAP","917","PHAST Help Text - Cooling","CLOSED"
"AMO-Tools-Desktop","ASAP","869","Flue Gas Bug","CLOSED"
"AMO-Tools-Desktop","ASAP","823","PSAT - Fix Donut Charts","CLOSED"
"AMO-Tools-Desktop","ASAP","820","PHAST - Rollup Report for Not Setup","CLOSED"
"AMO-Tools-Desktop","ASAP","794","PSAT - Typo in error warning","CLOSED"
"AMO-Tools-Desktop","ASAP","783","Unit Converter - Add Unit","CLOSED"
"AMO-Tools-Desktop","ASAP","781","Unit Converter - Gallons","CLOSED"
"AMO-Tools-Desktop","ASAP","766","PHAST - Wall Losses Calculation Error","CLOSED"
"AMO-Tools-Desktop","ASAP","709","PHAST- System efficiency not saving","CLOSED"
"AMO-Tools-Desktop","ASAP","689","PHAST - Sankey","CLOSED"
"AMO-Tools-Desktop","ASAP","686","PHAST - Example PHAST","CLOSED"
"AMO-Tools-Desktop","ASAP","685","PHAST - Gas Leakage unit label","CLOSED"
"AMO-Tools-Desktop","ASAP","682","PHAST - required fields","CLOSED"
"AMO-Tools-Desktop","ASAP","681","PHAST - Displayed Results","CLOSED"
"AMO-Tools-Desktop","ASAP","678","PHAST - Cooling losses - liquid","CLOSED"
"AMO-Tools-Desktop","bug","7188","Scrolling down forces bottom banner to the middle of the page “create assessment”","OPEN"
"AMO-Tools-Desktop","bug","7187","Download Image button doesn't work on Desktop","OPEN"
"AMO-Tools-Desktop","bug","7143","Using calculate Eff in ""Boiler"" Calc not updating results","CLOSED"
"AMO-Tools-Desktop","bug","7118","CO2 emissions calc not doing unit conversion for emission factor","CLOSED"
"AMO-Tools-Desktop","bug","7117","PF Triangle calc bug","CLOSED"
"AMO-Tools-Desktop","bug","7116","Co2 Electricity Emissions are not carrying over values to mod anymore","CLOSED"
"AMO-Tools-Desktop","bug","7110","PF Correction - name of month does not copy over to table","CLOSED"
"AMO-Tools-Desktop","bug","7107","FSAT Compressibility factor, new mod instability","OPEN"
"AMO-Tools-Desktop","bug","7096","Plotly error - CA Assessment -> Prof Summary Graphs","CLOSED"
"AMO-Tools-Desktop","bug","7095","WASM error and FSAT sankey","CLOSED"
"AMO-Tools-Desktop","bug","7073","CA Sankey Bug","CLOSED"
"AMO-Tools-Desktop","bug","7072","Assessment Added nodes now break diagram","CLOSED"
"AMO-Tools-Desktop","bug","7068","Ongoing Water Bugs: Connections Preset colors, save config state, others","CLOSED"
"AMO-Tools-Desktop","bug","7067","Bug: Fix sed find and replace of hashes for windows code signing","CLOSED"
"AMO-Tools-Desktop","bug","7059","Autobackup missed db obj init","CLOSED"
"AMO-Tools-Desktop","bug","7058","Electron installers - Windows installed state infinitely broken","OPEN"
"AMO-Tools-Desktop","bug","7045","TH Report scrambled if not selecting all projects","CLOSED"
"AMO-Tools-Desktop","bug","7040","CA Bug Multi-step Unloading","CLOSED"
"AMO-Tools-Desktop","bug","7031","Motor Inventory bugs","CLOSED"
"AMO-Tools-Desktop","bug","7027","Custom Materials not saving beyond session","CLOSED"
"AMO-Tools-Desktop","bug","7006","Bad MEASUR update toast notification or update state","CLOSED"
"AMO-Tools-Desktop","bug","7005","DE Import audit","CLOSED"
"AMO-Tools-Desktop","bug","7000","Add New Fuel (solid) display problem","CLOSED"
"AMO-Tools-Desktop","bug","6993","CO2 emissions doesn't like 0","CLOSED"
"AMO-Tools-Desktop","bug","6992","WASM error on new version deploy","CLOSED"
"AMO-Tools-Desktop","bug","6986","Trim Compressor ordering","OPEN"
"AMO-Tools-Desktop","bug","6984","Google Analytics Checkup","CLOSED"
"AMO-Tools-Desktop","bug","6981","CA Emission Output Rate off by x1000","CLOSED"
"AMO-Tools-Desktop","bug","6977","Deleting Custom Materials","CLOSED"
"AMO-Tools-Desktop","bug","6969","Trim Compressor ordering and Update on change","CLOSED"
